account_id,owner_person_id,bank,opened_date,kyc_level
A001252,P001252,Bank of Baroda,2026-06-16,min
A001253,P001253,Axis,2025-05-01,full
A001254,P001254,Kotak,2019-06-13,full
A001255,P001255,SBI,2026-03-20,min
A001256,P001256,Axis,2020-03-29,full
A001257,P001257,Yes Bank,2025-03-13,full
A001258,P001258,ICICI,2017-11-12,full
A001259,P001259,ICICI,2025-03-01,full
A001260,P001260,PNB,2018-01-10,full
A001261,P001261,SBI,2024-05-10,full
A001262,P001262,ICICI,2022-03-06,min
A001263,P001263,HDFC,2024-03-12,full
A001264,P001264,HDFC,2025-11-29,full
A001265,P001265,Axis,2019-10-30,full
A001266,P001266,HDFC,2025-04-08,full
A001267,P001267,Yes Bank,2019-05-20,full
A001268,P001268,HDFC,2020-06-17,full
A001269,P001269,Kotak,2017-11-10,full
A001270,P001270,Bank of Baroda,2023-04-03,full
A001271,P001271,HDFC,2026-05-27,full
A001272,P001272,PNB,2017-12-24,min
A001273,P001273,Axis,2020-05-16,full
A001274,P001274,Kotak,2019-05-12,full
A001275,P001275,SBI,2024-08-12,full
A001276,P001276,Bank of Baroda,2023-08-09,full
A001277,P001277,HDFC,2017-11-29,full
A001278,P001278,Yes Bank,2019-05-20,full
A001279,P001279,Axis,2021-12-04,full
A001280,P001280,Axis,2025-03-22,full
A001281,P001281,Yes Bank,2026-03-02,min
A001282,P001282,Axis,2026-07-12,full
A001283,P001283,Yes Bank,2025-11-11,full
A001284,P001284,Axis,2026-06-12,full
A001285,P001285,Bank of Baroda,2024-03-08,full
A001286,P001286,PNB,2019-10-16,full
A001287,P001287,Axis,2019-01-15,min
A001288,P001288,HDFC,2020-05-16,full
A001289,P001289,PNB,2021-12-07,full
A001290,P001290,HDFC,2022-08-13,full
A001291,P001291,ICICI,2023-02-18,full
A001292,P001292,Kotak,2023-02-28,min
A001293,P001293,Kotak,2019-06-26,full
A001294,P001294,ICICI,2024-11-11,full
A001295,P001295,Bank of Baroda,2023-05-30,full
A001296,P001296,Kotak,2026-03-29,full
A001297,P001297,HDFC,2026-06-18,full
A001298,P001298,ICICI,2026-02-08,full
A001299,P001299,HDFC,2025-11-29,full
A001300,P001300,PNB,2021-04-12,full
A001301,P001301,ICICI,2019-03-06,min
A001302,P001302,SBI,2023-08-27,full
A001303,P001303,Axis,2022-03-26,min
A001304,P001304,HDFC,2023-07-12,full
A001305,P001305,Yes Bank,2023-07-28,full
A001306,P001306,HDFC,2019-12-06,full
A001307,P001307,Kotak,2023-07-27,min
A001308,P001308,PNB,2022-09-22,min
A001309,P001309,Kotak,2020-04-24,full
A001310,P001310,ICICI,2018-08-17,full
A001311,P001311,Yes Bank,2024-10-24,full
A001312,P001312,Yes Bank,2025-01-31,full
A001313,P001313,Kotak,2025-12-24,full
A001314,P001314,ICICI,2026-01-23,full
A001315,P001315,Kotak,2025-09-20,full
A001316,P001316,ICICI,2025-09-05,full
A001317,P001317,ICICI,2025-03-10,full
A001318,P001318,Axis,2020-09-16,full
A001319,P001319,SBI,2025-08-18,full
A001320,P001320,Kotak,2023-04-10,full
A001321,P001321,HDFC,2021-03-27,full
A001322,P001322,Yes Bank,2024-11-24,full
A001323,P001323,HDFC,2025-09-11,full
A001324,P001324,Bank of Baroda,2022-03-30,full
A001325,P001325,SBI,2025-09-13,min
A001326,P001326,Axis,2021-04-03,full
A001327,P001327,PNB,2018-11-23,full
A001328,P001328,Kotak,2019-11-09,full
A001329,P001329,Axis,2025-10-07,full
A001330,P001330,Axis,2022-07-13,full
A001331,P001331,Axis,2023-07-16,full
A001332,P001332,Yes Bank,2019-07-29,full
A001333,P001333,Kotak,2024-02-21,min
A001334,P001334,SBI,2019-07-22,full
A001335,P001335,ICICI,2020-03-11,full
A001336,P001336,PNB,2021-04-28,full
A001337,P001337,ICICI,2025-11-21,full
A001338,P001338,Yes Bank,2019-01-06,full
A001339,P001339,PNB,2021-01-29,full
A001340,P001340,Bank of Baroda,2020-03-04,full
A001341,P001341,SBI,2023-05-04,full
A001342,P001342,Kotak,2018-05-12,full
A001343,P001343,Bank of Baroda,2020-06-28,full
A001344,P001344,Bank of Baroda,2020-01-26,full
A001345,P001345,SBI,2020-01-14,full
A001346,P001346,Kotak,2023-08-31,full
A001347,P001347,PNB,2025-06-25,full
A001348,P001348,Yes Bank,2019-11-13,full
A001349,P001349,Bank of Baroda,2020-10-30,full
A001350,P001350,HDFC,2022-03-13,min
A001351,P001351,Kotak,2018-12-16,full
A001352,P001352,SBI,2026-01-15,full
A001353,P001353,Yes Bank,2026-06-28,full
A001354,P001354,Kotak,2020-06-11,full
A001355,P001355,Yes Bank,2026-04-17,min
A001356,P001356,SBI,2018-05-04,min
A001357,P001357,Axis,2024-08-06,full
A001358,P001358,Axis,2021-12-25,full
A001359,P001359,ICICI,2026-02-21,full
A001360,P001360,PNB,2020-03-01,full
A001361,P001361,HDFC,2024-09-02,full
A001362,P001362,Axis,2026-03-23,full
A001363,P001363,Axis,2018-12-21,full
A001364,P001364,PNB,2022-01-10,full
A001365,P001365,Yes Bank,2025-12-21,min
A001366,P001366,PNB,2021-10-20,full
A001367,P001367,Bank of Baroda,2021-09-02,min
A001368,P001368,ICICI,2020-04-04,full
A001369,P001369,Kotak,2023-04-21,full
A001370,P001370,HDFC,2023-03-18,full
A001371,P001371,HDFC,2026-02-02,min
A001372,P001372,SBI,2026-02-15,min
A001373,P001373,Yes Bank,2021-06-02,full
A001374,P001374,Bank of Baroda,2026-02-01,full
A001375,P001375,ICICI,2020-05-18,min
A001376,P001376,Kotak,2018-09-01,full
A001377,P001377,Kotak,2023-02-04,min
A001378,P001378,HDFC,2018-11-18,full
A001379,P001379,Bank of Baroda,2019-05-16,full
A001380,P001380,Kotak,2020-05-26,full
A001381,P001381,SBI,2018-11-29,full
A001382,P001382,Kotak,2026-05-17,full
A001383,P001382,SBI,2026-07-09,full
A001384,P001383,Kotak,2026-05-12,full
A001385,P001384,PNB,2026-07-07,full
A001386,P001385,Kotak,2026-05-08,full
A001387,P001386,Yes Bank,2026-07-09,full
A001388,P001387,Axis,2026-05-24,full
A001389,P001388,HDFC,2025-06-18,full
A001390,P001389,PNB,2026-07-05,full
A001391,P001390,Bank of Baroda,2026-02-13,min
A001392,P001391,PNB,2026-06-19,full
A001393,P001392,ICICI,2025-04-10,min
A001394,P001393,SBI,2026-07-10,full
A001395,P001394,Bank of Baroda,2026-07-15,full
A001396,P001395,PNB,2026-06-09,full
A001397,P001396,Yes Bank,2025-11-08,min
A001398,P001397,Kotak,2024-09-16,full
A001399,P001398,ICICI,2019-09-11,full
A001400,P001399,Yes Bank,2025-12-03,full
A001401,P001400,Kotak,2022-04-29,full
A001402,P001401,Bank of Baroda,2024-07-08,full
A001403,P001402,SBI,2023-10-19,full
A001404,P001403,Bank of Baroda,2025-09-06,full
A001405,P001404,Yes Bank,2018-12-16,min
A001406,P001405,Bank of Baroda,2019-03-14,full
A001407,P001406,Axis,2022-04-24,full
A001408,P001407,HDFC,2025-08-04,min
A001409,P001408,HDFC,2022-09-30,full
A001410,P001409,Yes Bank,2018-08-02,full
A001411,P001410,Bank of Baroda,2022-12-06,full
A001412,P001411,ICICI,2023-04-07,min
A001413,P001412,ICICI,2024-02-10,min
A001414,P001413,HDFC,2019-06-12,full
A001415,P001414,Yes Bank,2018-08-13,full
A001416,P001415,PNB,2025-11-02,full
A001417,P001416,HDFC,2023-11-01,full
A001418,P001417,PNB,2021-06-04,full
A001419,P001418,Kotak,2021-01-11,full
A001420,P001419,PNB,2025-01-24,min
A001421,P001420,Kotak,2022-06-30,full
A001422,P001421,Bank of Baroda,2020-09-12,full
A001423,P001422,Axis,2018-05-23,full
A001424,P001423,PNB,2024-01-12,full
A001425,P001424,Axis,2023-11-16,full
A001426,P001425,PNB,2020-10-24,full
A001427,P001426,Kotak,2021-12-20,full
A001428,P001427,PNB,2023-09-12,full
A001429,P001428,Bank of Baroda,2021-03-15,full
A001430,P001429,HDFC,2020-11-10,full
A001431,P001430,HDFC,2024-04-04,min
A001432,P001431,HDFC,2021-06-26,full
A001433,P001432,Bank of Baroda,2019-05-12,full
A001434,P001433,Axis,2022-12-07,min
A001435,P001434,ICICI,2020-12-31,min
A001436,P001435,Bank of Baroda,2019-03-01,full
A001437,P001436,PNB,2021-01-28,full
A001438,P001437,Axis,2022-02-15,full
A001439,P001438,SBI,2021-05-22,full
A001440,P001439,ICICI,2021-05-30,full
A001441,P001440,PNB,2019-01-25,full
A001442,P001441,Bank of Baroda,2025-07-12,full
A001443,P001442,HDFC,2018-05-26,full
A001444,P001443,HDFC,2025-01-02,full
A001445,P001444,HDFC,2018-05-13,min
A001446,P001445,ICICI,2019-10-31,full
A001447,P001446,HDFC,2022-03-09,full
A001448,P001447,PNB,2026-05-08,full
A001449,P001447,ICICI,2026-06-12,full
A001450,P001448,Yes Bank,2026-05-27,full
A001451,P001449,HDFC,2026-06-15,full
A001452,P001450,Bank of Baroda,2026-06-27,full
A001453,P001451,Axis,2025-04-03,full
A001454,P001452,Kotak,2026-07-08,full
A001455,P001453,PNB,2026-06-08,full
A001456,P001454,HDFC,2025-09-09,full
A001457,P001455,Axis,2026-06-14,full
A001458,P001456,PNB,2025-11-23,full
A001459,P001457,Bank of Baroda,2022-06-29,full
A001460,P001458,PNB,2019-11-14,full
A001461,P001459,ICICI,2025-08-28,full
A001462,P001460,PNB,2023-11-07,full
A001463,P001461,PNB,2022-04-10,full
A001464,P001462,ICICI,2022-08-14,full
A001465,P001463,ICICI,2019-02-12,full
A001466,P001464,Kotak,2020-06-04,full
A001467,P001465,ICICI,2019-05-06,min
A001468,P001466,PNB,2020-12-04,full
A001469,P001467,Yes Bank,2026-02-19,full
A001470,P001468,Axis,2021-11-28,full
A001471,P001469,Yes Bank,2023-07-10,full
A001472,P001470,Kotak,2025-05-30,full
A001473,P001471,HDFC,2023-02-11,min
A001474,P001472,Yes Bank,2020-03-23,full
A001475,P001473,HDFC,2022-09-29,full
A001476,P001474,PNB,2026-05-17,full
A001477,P001474,PNB,2026-07-08,full
A001478,P001475,SBI,2026-06-20,full
A001479,P001476,Yes Bank,2026-06-16,full
A001480,P001477,Axis,2026-05-15,full
A001481,P001478,Yes Bank,2026-06-16,full
A001482,P001479,PNB,2026-06-08,full
A001483,P001480,Kotak,2025-11-27,full
A001484,P001481,PNB,2026-07-10,full
A001485,P001482,SBI,2026-07-14,full
A001486,P001483,Yes Bank,2022-07-09,full
A001487,P001484,HDFC,2018-11-15,full
A001488,P001485,Yes Bank,2020-09-10,full
A001489,P001486,Axis,2025-05-30,full
A001490,P001487,Bank of Baroda,2022-02-19,full
A001491,P001488,Axis,2021-10-10,min
A001492,P001489,Yes Bank,2020-03-19,full
A001493,P001490,Bank of Baroda,2022-11-20,full
A001494,P001491,Kotak,2022-04-17,min
A001495,P001492,HDFC,2022-05-27,full
A001496,P001493,SBI,2025-03-27,full
A001497,P001494,Kotak,2023-03-18,full
A001498,P001495,Kotak,2021-12-08,full
A001499,P001496,Yes Bank,2023-07-10,full
A001500,P001497,HDFC,2022-10-19,full
A001501,P001498,Bank of Baroda,2020-06-08,min
A001502,P001499,ICICI,2019-07-06,full
A001503,P001500,PNB,2018-11-13,full
